ID,Group,Feature_1,Feature_2,Feature_3
ID156,A,1870.7110760700052,429.92121073794164,3477.7905367284293
ID157,A,2847.3135200374945,426.3249087884936,6411.665348940108
ID158,C,2518.586854195948,415.2816953435957,-2112.8269126324444
ID159,A,2591.3241261217036,393.86704432844306,5799.355824448337
ID160,A,2450.383356201491,405.57344674425826,5332.73951443558
ID161,A,2238.7386797271174,394.085522769411,4746.484517236593
ID162,C,2564.845375054296,438.7237697474398,-2127.984880284831
ID163,C,2747.9909018556773,388.3146650054457,-2345.5448363149358
ID164,C,2210.2865912591346,381.06966078652545,-1832.6237812319828
ID165,C,2477.0192959165665,408.8380854827931,-2052.202782041612
ID166,A,2491.8620529105738,406.3975677882595,5461.117885458592
ID167,C,2239.981176558757,381.5210581554675,-1855.5265337704548
ID168,A,2909.070514282273,400.96672015519187,6704.364315262738
ID169,A,2288.346572677347,406.78097975942796,4839.881858395975
ID170,B,2480.9701630045183,397.2366253965288,4990.256628946196
ID171,C,2812.989560172815,407.8058075303622,-2424.8697210127684
ID172,C,3015.9486428550263,410.3537852923153,-2619.8653043524623
ID173,C,2371.2771963764612,372.06691361339887,-1995.6908833256962
ID174,A,2945.091074629302,417.37314398874594,6763.725345407481
ID175,B,2565.1617881777197,404.14618824484484,5124.227068517625
ID176,B,2155.7171832654435,376.870505814395,4317.916265583725
ID177,C,2769.316695911844,396.9243655837825,-2376.32658989399
ID178,C,2712.088050810468,407.5578976410122,-2305.719347739648
ID179,B,2368.764002606007,410.8108687768269,4746.780985928179
ID180,C,2141.208162435468,425.6036451787701,-1691.9230081758938
ID181,A,2912.2163245595953,380.74844473438714,6821.931152367601
ID182,B,2732.8471623348355,412.6961359829791,5446.253768098308
ID183,C,2328.6076812938654,398.49422246794927,-1938.2713778825728
ID184,A,2494.3918248405203,400.15794190392216,5479.374483080372
ID185,A,2005.328029611745,396.89966115729925,4022.6198944082944
ID186,B,3005.623124300267,407.4741802132883,6020.450484270999
ID187,A,2672.9302128367544,408.0507762495895,5982.094529141407
ID188,A,3026.8981544179783,410.9058406850228,7026.963000947983
ID189,C,2288.4710793185063,420.3441208864552,-1880.6816218645736
ID190,A,2427.3436619877702,412.46583010027734,5199.5536352641675
ID191,B,2435.9825690432353,401.2388249860555,4857.075668277421
ID192,B,2470.623772701232,392.81721338602654,4951.8815714280245
ID193,B,2342.3661320060555,389.3359595884089,4660.6621227750375
ID194,A,2766.1335151133685,414.9535493289777,6225.750732570195
ID195,C,3117.381787357592,409.2311011301506,-2733.2005790736976
ID196,C,1967.8286026636133,388.2915158575461,-1575.0314254837672
ID197,A,2854.2993969012364,408.04836603296343,6517.895433344332
ID198,B,2497.89796086559,416.392387553979,4985.524158664758
ID199,B,2554.037042645658,417.9475104271561,5116.102685021402
ID200,B,2377.9693573508403,378.9849185590712,4745.489441626629
ID201,C,2147.092937799436,422.2260378187757,-1728.3250814145717
ID202,A,2579.971196673718,389.11898135991214,5801.5119449250515
ID203,C,2338.913398598143,387.98937754148096,-1944.3961275523934
ID204,C,2225.5531258950605,399.60066871518455,-1855.4807876495347
ID205,A,2634.648155002684,408.21763310881437,5843.57138492432
ID206,B,2248.547217478623,383.7807221598945,4506.5316638389595
ID207,B,2094.605458389393,401.0825967836858,4183.567600115066
ID208,C,2252.9417557189417,378.6733876390348,-1883.1732618712617
ID209,A,2452.7288374217305,406.2806919151129,5327.290359441633
ID210,A,2528.796435477318,408.8739983712925,5540.8327225749945
ID211,A,2186.3622002077245,402.62769043611195,4569.217585377192
ID212,C,2615.967123440504,410.24061414112293,-2210.264811886513
ID213,A,2360.6442565571233,411.9250228874807,5018.533589474438
ID214,B,2333.7424285409234,373.6190464213476,4702.433096723367
ID215,A,2166.784675244428,402.89292871686206,4479.702704554918
ID216,B,2483.355418499409,410.46164897799076,4969.125102766978
ID217,A,2334.039824794975,386.60516506295556,5075.33322202973
ID218,C,2393.3227992132347,404.47716850189005,-1989.774421422555
ID219,B,2742.607252430316,389.31002794735343,5487.194398527334
ID220,A,2313.145420838732,402.7343137121416,4920.6745400643
ID221,C,2396.564468844697,415.4574020722484,-1970.45584995355
ID222,B,2784.0103370875854,409.1449334152556,5577.816686295416
ID223,C,2661.47846426301,440.6124537489437,-2224.392826884852
ID224,A,2357.3358119747445,431.99711266261363,4923.150900306567
ID225,C,2216.0717612158683,392.54210757055756,-1816.8902836973004
ID226,B,2371.2401752053484,380.3760851635845,4741.899187442604
ID227,C,2267.0339214921405,424.27764813357345,-1848.008235417865
ID228,B,2788.7575384461725,406.0433169478259,5582.138354858092
ID229,A,2642.2369167292236,419.069968147778,5818.406449893228
ID230,B,2569.3382710033216,413.7608298321231,5152.346268256681
ID231,B,2501.3601068855337,396.62759335929604,5009.188459035247
ID232,C,1950.079032676304,392.39947850392065,-1563.0713531354318
ID233,C,2584.1133790694435,404.8985291405173,-2170.94123657816
ID234,B,2382.922199521698,405.2924084219983,4767.236108238855
ID235,C,2157.707232905976,387.6422546807338,-1762.9599880281223
ID236,B,2550.7642814695537,386.00016726508625,5103.16828573895
ID237,A,2697.9335548009863,394.2039214455557,6121.547574809731
ID238,C,2786.7126963868122,400.91440070982014,-2355.931183821583
ID239,A,2489.796904714951,397.7388341246958,5488.560649805216
ID240,A,2434.7066042684546,382.67133104886364,5389.658863062563
ID241,B,2890.181531266708,384.8490065285136,5779.154667165052
ID242,B,2453.5138820032903,358.6891324195311,4890.102311461224
ID243,C,2127.299498916815,396.4776026937546,-1712.213979449138
ID244,B,2375.206379352253,387.88627361770193,4757.5371770854445
ID245,A,2526.010822026416,398.58342843884736,5589.373277383285
ID246,C,2706.8043597975006,401.79508168487394,-2305.2391254080094
ID247,B,2500.7946853116337,381.6332253609282,4992.900707979759
ID248,C,2531.6114436874263,416.86191999457816,-2089.3517468104264
ID249,B,2636.1484203594705,398.8866964263675,5281.048009555949
ID250,C,2435.345273064661,418.36928987952564,-2012.455113639601
ID251,A,2675.1411759843527,417.7225327831297,5933.6955796205775
ID252,B,2369.233787203016,401.11158111465426,4739.739588671675
ID253,B,2767.29352512943,412.5376048359978,5547.9685972950565
ID254,B,2610.995557921395,410.41496776737915,5223.501448934463
ID255,C,2169.2345788184707,388.04709093764563,-1788.2826398929476
ID256,C,2967.441978534794,405.5347405987676,-2550.3256211206526
ID257,A,2670.8569261009966,398.75653002365897,6015.680791865157
ID258,A,2848.7470800155697,389.29627212862556,6604.50260569755
ID259,A,2658.1574900487085,404.7686030344763,5949.575296681529
ID260,B,2785.5265509080077,412.4649025784299,5567.793103422384
ID261,A,2704.897810409872,407.4087335172416,6081.593649639888
ID262,B,2205.484971116033,407.3186567400692,4415.245377676101
ID263,C,2766.380928073138,403.4966302074105,-2349.758613816288
ID264,A,2429.046356150068,409.52682998925246,5232.9321182907415
ID265,B,2306.4848935460413,428.77955253527267,4627.744922638368
ID266,A,2361.8078608849523,402.57796276384283,5080.100526318962
ID267,C,2819.4711914423647,411.0220869710815,-2417.3094400571913
ID268,A,2495.784846502339,398.5832648446957,5469.111059883579
ID269,A,2363.7563292909495,412.84947636468996,5010.093466464231
ID270,B,2316.05707921537,406.0824427926608,4614.785753725532
ID271,B,2252.4629238395146,403.7220734159648,4488.309687558601
ID272,A,2898.339644022602,385.7160088366089,6762.314273074966
ID273,B,2623.0984557350102,397.88661115225716,5244.267680646586
ID274,A,2204.9580356135425,391.68577704711174,4646.980302483692
ID275,B,2298.7881431739065,391.1529454980688,4604.918802838542
ID276,B,2303.6914862063695,369.61893192542794,4609.278356008478
ID277,A,2725.410485406139,409.32066371163467,6129.215525707145
ID278,B,3519.3864650795363,431.7726250392942,7042.093516730274
ID279,B,2577.511727241001,381.60821153499654,5144.502287153609
ID280,B,2482.009139547645,399.69097460747395,4960.454034699555
ID281,B,2514.2817884513265,422.4164890141894,5009.5784772396755
ID282,B,2638.791268691353,396.93010470348776,5275.279348563573
ID283,C,1694.332421114336,403.82533973428264,-1311.851142114624
ID284,B,2648.733881494497,417.15905944568954,5277.037614428359
ID285,A,2222.7152976612774,413.04601028256263,4625.325470387797
ID286,B,3003.238035219175,405.9659553438176,6010.462722478727
ID287,C,2671.559613450908,402.77520539020264,-2259.505997993461
ID288,A,2603.9712772031885,410.04611891291677,5766.177736194003
ID289,B,2651.340527887458,406.2932682126458,5293.476110230397
ID290,B,2682.119043843466,412.3011952856542,5377.720325959112
ID291,B,2314.4875533872973,386.5109116834975,4647.214468202826
ID292,B,2456.0488922961713,396.5925857676792,4906.240544813984
ID293,A,2453.7677489766893,415.89309110556184,5277.40292217874
ID294,B,2144.0265651648756,417.9991810134745,4271.974140908756
ID295,A,2543.0267740115914,409.21961665883606,5573.438794665027
ID296,B,2447.1035867139726,380.1663567424324,4884.346433564422
ID297,C,2609.643487849194,375.58464740496714,-2222.025850531269
ID298,A,2286.426776309171,399.52450363016516,4850.532541911212
ID299,A,3138.305679216136,394.88745265640745,7449.807818117792
ID300,C,2929.0753552713786,387.00295236883903,-2545.8576115413634
ID301,C,2772.6551028680633,400.3182451404642,-2384.6924459168968
ID302,A,2218.551017397719,405.02018287980394,4633.225655099687
ID303,B,2243.6217184001666,417.26021891498937,4474.190190200576
ID304,A,2838.9127355696346,423.4693453637679,6379.058169055728
ID305,C,2681.1610815420513,405.7424326362454,-2297.032794127498
ID306,C,2605.093905297726,401.2794079638276,-2205.529650231303
ID307,C,2692.0777043266608,388.0788112664722,-2304.2794069215292
ID308,B,1981.4979806408555,408.68696132783896,3965.669975447179
ID309,B,2310.3589203889483,396.26501532447736,4606.010438132026
ID310,B,2569.293173509187,399.3931912019595,5137.71151184193
ID311,A,2859.2856736250237,394.89412472505086,6602.437811662821
ID312,A,2715.794601869477,412.6740988376328,6069.819490031483
ID313,A,3179.6624711256827,394.1185053816615,7564.747387163697
ID314,C,2649.0492983184336,385.6666624202964,-2269.5830455438168
ID315,A,2949.521141447953,393.74407020846604,6873.958620396151
ID316,C,1989.0392350998882,377.5158827635346,-1609.570727950438
ID317,C,2650.4536466336267,413.8464483259632,-2227.9098770165942
ID318,B,2267.03357911033,390.7175803159478,4532.635671199333
ID319,B,2452.258731001941,371.9569583778334,4898.257455459544
ID320,A,2613.639805572025,415.7627256336714,5756.730753198046
ID321,C,2739.1449014203718,402.0766257977098,-2348.789774608807
ID322,B,2877.993269071932,400.3498132624507,5741.4002341004625
ID323,C,2734.78756193712,391.08803709027643,-2332.7280507627133
ID324,B,2690.2148972204063,392.3529382563164,5367.095060224235
ID325,C,2667.3131818739917,389.95363091404056,-2270.735760515098
ID326,C,2375.124874210809,425.7037452148331,-1955.9286834634909
ID327,B,2543.3170953310537,411.96261454577177,5068.032616160572
ID328,B,2654.512589205419,396.82194364460855,5299.514715433372
ID329,A,2589.062466631409,384.45091733113986,5847.703085352856
ID330,C,2063.1330354936126,403.0642682063754,-1644.5093992108157
ID331,B,2365.51374569962,398.9692462620985,4742.148948755015
ID332,A,2679.4773570053985,415.50826224278603,5954.583024691437
ID333,C,2535.4619587540424,402.3832153828323,-2122.1273431989002
ID334,C,2905.337290987699,390.6219129344761,-2520.879500295258
ID335,A,2711.5580805482587,425.8282826096953,6005.40454550762
ID336,B,1810.0086791615845,411.13441163246773,3623.30830936988
ID337,C,2425.768462760489,397.1608344236337,-2010.3969703521711
ID338,B,2581.1393445330746,384.85223008444376,5165.114584483456
ID339,A,3112.342487721884,395.6374002983118,7361.249574633505
ID340,C,2865.075378992307,394.3334595159793,-2464.589777695279
ID341,C,2128.6767255068244,383.1075292125103,-1741.9281225949453
ID342,B,2719.1920222085537,401.5902665313115,5458.938792552699
ID343,A,2220.7345339556528,396.96032171509876,4672.246811202961
ID344,A,2357.905404840672,381.5865029819803,5177.083270573475
ID345,B,2379.109293601851,384.4018295012255,4763.4355727079765
ID346,C,2661.5311735949886,388.1758898267578,-2283.2443572517054
ID347,C,2591.1750100998042,409.76285309986775,-2194.074242784692
ID348,C,2734.3859158079244,382.80921389207936,-2327.7290910480965
ID349,C,2363.7187851942003,414.29752676932435,-1949.0557267694228
ID350,A,1965.9862529145857,404.58731296915875,3859.6001013676014
ID351,B,2676.7156531193627,377.2417955652269,5348.132442855863
ID352,C,1991.7039014628622,377.05839520321183,-1606.3181329157321
ID353,B,2844.9739179164108,401.1754693337159,5712.842260168896
ID354,A,2242.90170514737,394.0432539390966,4770.343135032278
ID355,A,2129.4249014898414,392.70259156820305,4438.241345130767
ID356,A,2490.4480884540785,432.688281927769,5314.8195158163035
ID357,A,2599.448945990876,410.6706840531521,5741.082392955861
ID358,A,2209.8885372357336,416.81825795918627,4569.670986327141
ID359,A,2164.1258406100883,398.4148985365188,4499.322557896498
ID360,C,2364.39688869963,396.86381923048015,-1951.5787452202344
ID361,B,1866.7814797259543,400.68406569060016,3743.8484273105714
ID362,B,2139.7378041761744,393.95273562250253,4287.449831814317
ID363,B,2841.3283058343945,426.05200499225003,5677.901129926289
ID364,C,2962.9983784402334,370.9543414101544,-2570.8151064020853
ID365,C,3002.1889892303207,397.82103314725475,-2597.558163457156
ID366,B,2692.0635754473374,395.748876225545,5382.321626516306
ID367,C,2296.7466096372486,415.88576299451046,-1877.5104224721981
ID368,B,2846.774360973592,381.47338779132406,5694.007205007699
ID369,C,2142.4118394067827,396.2066837075336,-1754.9230537782976
ID370,C,2699.3176148955654,388.9152179154629,-2334.371433786937
ID371,B,2316.070069224043,377.70148963555823,4621.229042758993
ID372,B,2892.7956685243994,391.7819199986399,5772.129745885679
ID373,A,2893.5835936147973,392.2237144167418,6721.619287035444
ID374,B,2223.5829298535077,394.618500050036,4464.070895049655
ID375,C,2607.5087419125293,391.3394581280754,-2213.0228311268957
ID376,A,2321.8717255913716,439.8278423418848,4769.407356603435
ID377,A,2726.219147196615,414.84775927351285,6086.839930259417
ID378,C,2248.2732609775676,400.3606762354157,-1850.3728500019001
ID379,B,2181.7175728586517,410.89116154533735,4368.823965631716
ID380,B,2920.5027057440225,422.8336965184791,5835.011304052622
ID381,C,2420.649140093937,382.15799560497834,-2031.0529897218646
ID382,C,2477.2795522348247,369.31798705212987,-2101.843066710329
ID383,A,2171.171581816596,397.7881588740797,4520.137197525962
ID384,B,2509.3663437730333,393.00506288859435,5029.765309036211
ID385,C,2486.104132329342,402.1389073565296,-2069.4021818911274
ID386,B,2287.889946015018,402.86581018813405,4558.956898428215
ID387,B,3165.2539025817587,410.09623218822423,6345.255848991528
ID388,B,2064.9578044690925,414.40343842230743,4122.45646958232
ID389,C,2598.7678521178414,367.0846155047505,-2244.1244938805157
ID390,B,2556.292606638002,411.9750977934499,5123.916710639172
ID391,B,2575.3909324298784,404.64991587147375,5142.8936524354995
ID392,A,2556.4214072737223,408.18028259424216,5623.0147029286245
ID393,C,2449.679105431185,397.52052088310296,-2056.886685078806
ID394,C,2751.072705460108,407.7008562490299,-2351.2353926285655
ID395,A,2749.073180829187,406.09741023601896,6198.058077227615
ID396,B,2680.6761538884,398.71115760834584,5373.115124751427
ID397,C,2796.0960034345103,414.333770779416,-2368.218843124577
ID398,B,2418.955717760703,403.20390801455153,4858.657943610777
ID399,C,2498.618755960325,373.44788013627425,-2135.495171513844
ID400,B,2662.0120253639498,409.782304114905,5342.785413601338
ID401,C,2157.478567771076,407.0575960826064,-1751.7376813539277
ID402,B,2558.336785141663,406.72658938987604,5113.302912186313
ID403,A,2004.2256893096467,417.4142598110724,3931.558796849069
ID404,C,2029.11453200441,395.2927290367461,-1645.97420073994
ID405,C,2216.4836822991665,419.995048988401,-1807.4774695072335
ID406,B,2427.885567002091,414.8169040700201,4855.944050743883
ID407,C,2620.6474974204184,387.98238436616845,-2215.512638089301
ID408,B,2359.9727001741667,398.4819208781088,4730.203133179361
ID409,A,2259.1237219660898,409.41469555925096,4754.328606831065
ID410,A,2874.722470034914,410.59644444799596,6555.867344312855
ID411,C,2521.752734006111,386.7564342793825,-2143.617332705408
ID412,C,2590.8636879453757,410.4542617866887,-2179.423520379617
ID413,C,2806.5583756396113,405.37491903863514,-2413.788313663039
ID414,A,2633.7984849897643,385.2549177957409,5985.92364102265
ID415,B,2112.0263065945333,427.7436522391665,4199.839256666568
ID416,B,2436.6327156152224,403.0926719338023,4876.4147338866715
ID417,A,2791.0489306142813,365.563607305343,6538.941695010013
ID418,B,3274.2151127813117,406.22262050805034,6542.105213894201
ID419,C,2795.2443214971254,382.44799158941316,-2418.8396336744463
ID420,C,2709.1588484794283,405.7794482445246,-2310.78812778826
ID421,A,2823.7806075035637,421.19596487740273,6378.989694216619
ID422,B,2275.3530930385245,398.4523772580117,4569.141372066379
ID423,C,2858.8039430020904,410.8395196152525,-2466.971133254178
ID424,C,2457.1811435525397,405.7050181229279,-2044.0008738026156
ID425,C,2513.309277925867,403.3052182167338,-2077.260275303204
ID426,B,2634.4626258972057,376.46797756990145,5280.7005815105995
ID427,B,2277.6897621595112,413.6956824825086,4548.269605197407
ID428,B,2116.8080061413034,400.3174154112249,4243.973350186698
ID429,C,2547.21543891231,432.9728320157574,-2102.7355888677425
ID430,B,2110.0041950805366,391.8525198947559,4204.431132023659
ID431,A,2415.5626054815357,396.69746709454375,5237.937970171467
ID432,A,2166.823191999314,381.57061366828344,4592.311028298203
ID433,A,2940.0588468905526,401.99564402580586,6813.769170582139
ID434,A,2322.9759991463434,399.55233751000753,4972.927637000126
ID435,A,2933.441663668841,397.7292228331165,6810.06481777451
ID436,C,2597.3250630876146,409.8604411296646,-2193.428307216341
ID437,B,2665.9281846151657,420.99871446050116,5339.2773533638165
ID438,A,2529.727097646199,424.6101889658344,5449.999687151815
ID439,A,2173.0281831757243,381.61498687781864,4628.045374119244
ID440,A,1644.36027044691,410.0411100869758,2892.3216484130303
ID441,B,2833.512992276548,403.0400154871206,5670.2637538176605
ID442,A,2873.9547748508157,371.49886435688,6752.600497148229
ID443,C,2386.809333385076,395.0973881140622,-2015.52437112574
ID444,B,2701.1561469025673,426.45529070188906,5399.529893223821
ID445,C,2639.1825244111196,409.09792584209964,-2244.0077290790105
ID446,B,2671.383507750478,391.5813488974885,5346.925062897921
ID447,A,2112.4171792701486,401.9228895312857,4317.463355980189
